"Call Tree - Method","Time [%]","Time","Invocations",
"   com.bixly.pastevid.screencap.components.capturebox.CaptureBox$2.run()","4.096871","111250","7"
"    Self time","3.8892102","105611","7"
"    com.bixly.pastevid.screencap.components.capturebox.CaptureBox.save()","0.20674008","5614","5"
"     com.bixly.pastevid.screencap.components.capturebox.CaptureBox.log(Object)","0.07552973","2051","5"
"      com.bixly.pastevid.util.LogUtil.log(Class, Object)","0.07516147","2041","5"
"       com.bixly.pastevid.util.LogUtil.log(Class, String)","0.07479321","2031","5"
"        Self time","0.07376209","2003","5"
"        com.bixly.pastevid.structs.Queue.push(Object)","3.6825807E-4","10","5"
"       Self time","3.3143227E-4","9","5"
"      Self time","3.6825807E-4","10","5"
"     com.bixly.pastevid.screencap.components.PropertiesManager.writePropertyFile(java.util.Properties, String)","0.06971125","1893","5"
"      com.bixly.pastevid.screencap.components.PropertiesManager.writePropertyFile(String)","0.06941665","1885","5"
"      Self time","2.9460646E-4","8","5"
"     com.bixly.pastevid.screencap.components.PropertiesManager.readPropertyFile()","0.03273814","889","5"
"     com.bixly.pastevid.screencap.components.PropertiesManager.closeProperties()","0.013736026","373","5"
"     Self time","0.013441419","365","5"
"     com.bixly.pastevid.screencap.components.capturebox.CaptureBox.getCaptureRectangle()","0.0014730323","40","5"
"    org.netbeans.lib.awtextra.AbsoluteLayout.layoutContainer(java.awt.Container)","4.4190968E-4","12","1"
"    com.bixly.pastevid.screencap.components.capturebox.CaptureBox.access$102(com.bixly.pastevid.screencap.components.capturebox.CaptureBox, boolean)","1.8412904E-4","5","7"
"   com.bixly.pastevid.util.view.JImagePanel.paintComponent(java.awt.Graphics)","2.9649193","80512","91"
"   com.bixly.pastevid.screencap.components.preview.PreviewPlayer$5.actionPerformed(java.awt.event.ActionEvent)","2.0618033","55988","3"
"    com.bixly.pastevid.screencap.components.preview.PreviewPlayer.access$1000(com.bixly.pastevid.screencap.components.preview.PreviewPlayer, java.awt.event.ActionEvent)","2.06103","55967","3"
"     com.bixly.pastevid.screencap.components.preview.PreviewPlayer.togglePlayPauseActionPerformed(java.awt.event.ActionEvent)","2.0609562","55965","3"
"      com.bixly.pastevid.editors.VideoScrubManager.pausePreviewVideo()","1.1790519","32017","1"
"       com.bixly.pastevid.recorders.AudioCache.stopAudio()","1.1785363","32003","1"
"       Self time","3.6825807E-4","10","1"
"       com.bixly.pastevid.editors.VideoScrubManager$PreviewVideo.pausePlaying()","7.3651616E-5","2","1"
"      com.bixly.pastevid.editors.VideoScrubManager.startPreviewVideo()","0.87638056","23798","2"
"       com.bixly.pastevid.screencap.components.preview.PreviewPlayerForm.showPlayer()","0.42603776","11569","2"
"        com.bixly.pastevid.screencap.components.preview.PreviewPlayer.showRecordFromHerePanel()","0.22684698","6160","2"
"         Self time","0.22393773","6081","2"
"         com.bixly.pastevid.screencap.components.preview.PreviewPlayer.updateRecordNowButtonPosition()","0.002872413","78","2"
"          Self time","0.0027987612","76","2"
"          com.bixly.pastevid.screencap.components.preview.PreviewPlayer$1.<init>(com.bixly.pastevid.screencap.components.preview.PreviewPlayer)","3.6825808E-5","1","2"
"        Self time","0.19819649","5382","2"
"       com.bixly.pastevid.editors.VideoScrubManager$PreviewVideoWithAudio.startPlaying(int)","0.21171157","5749","2"
"        com.bixly.pastevid.recorders.AudioCache.playAudioMS(long)","0.21056996","5718","2"
"         com.bixly.pastevid.recorders.AudioCache.playAudio()","0.13386181","3635","2"
"          Self time","0.117400676","3188","2"
"          com.bixly.pastevid.recorders.AudioCache.log(Object)","0.013367768","363","4"
"           com.bixly.pastevid.util.LogUtil.log(Class, Object)","0.013220465","359","4"
"            com.bixly.pastevid.util.LogUtil.log(Class, String)","0.013183638","358","4"
"             Self time","0.012410297","337","4"
"             com.bixly.pastevid.structs.Queue.push(Object)","1.8412904E-4","5","4"
"            Self time","3.6825808E-5","1","4"
"           Self time","1.4730323E-4","4","4"
